Year,NUTS 3 Region,SectorAgg,GVA,PersonsAtWork,Productivity
2023,Dublin,Industry,30094.760000000002,110.63999999999999,272006.14605929144
2023,Dublin,Knowledge & Professional Services,163255.68,317.56,514093.9664945207
2023,Dublin,Public Services,17603.25,256.79,68551.15074574554
2023,Ireland,Agriculture & Fishing,4443.98,108.14,41094.69206584058
2023,Ireland,Arts & Other Services,6060.54,123.06,49248.65919063871
2023,Ireland,Distribution & Hospitality,51785.15,630.4,82146.4942893401
2023,Ireland,Industry,178427.2,493.03999999999996,361891.9357455785
2023,Ireland,Knowledge & Professional Services,210785.96,601.98,350154.4237350078
2023,Ireland,Public Services,47771.06,727.61,65654.7601050013
2023,Mid-East,Agriculture & Fishing,649.65,11.49,56540.46997389034
2023,Mid-East,Arts & Other Services,643.91,17.23,37371.445153801506
2023,Mid-East,Distribution & Hospitality,5283.87,80.99,65241.017409556734
2023,Mid-East,Industry,11429.630000000001,70.30000000000001,162583.64153627312
2023,Mid-East,Knowledge & Professional Services,9869.19,59.24,166596.72518568535
2023,Mid-East,Public Services,5025.32,78.07,64369.412066094534
2023,Mid-West,Agriculture & Fishing,715.28,16.01,44677.07682698313
2023,Mid-West,Arts & Other Services,355.44,11.81,30096.528365791703
2023,Mid-West,Distribution & Hospitality,3945.68,55.81,70698.44113958073
2023,Mid-West,Industry,14637.69,58.3,251075.3001715266
2023,Mid-West,Knowledge & Professional Services,7898.2,38.18,206867.46987951806
2023,Mid-West,Public Services,4362.43,70.42,61948.73615450156
2023,Midlands,Agriculture & Fishing,470.11,9.07,51831.31201764057
2023,Midlands,Arts & Other Services,159.79,5.76,27741.319444444445
2023,Midlands,Distribution & Hospitality,2032.3,35.03,58015.98629745932
2023,Midlands,Industry,3869.1400000000003,29.82,129749.83232729713
2023,Midlands,Knowledge & Professional Services,2291.78,18.810000000000002,121838.38383838382
2023,Midlands,Public Services,3059.21,44.26,69119.06913691822
2023,South-East,Agriculture & Fishing,798.99,15.33,52119.373776908025
2023,South-East,Arts & Other Services,315.22,9.83,32067.141403865717
2023,South-East,Distribution & Hospitality,2944.46,52.25,56353.3014354067
2023,South-East,Industry,6298.22,44.7,140899.77628635347
2023,South-East,Knowledge & Professional Services,5640.259999999999,35.57,158567.89429294347
2023,South-East,Public Services,3587.88,56.71,63267.148651031566
2023,South-West,Agriculture & Fishing,936.1,22.23,42109.7615834458
2023,South-West,Arts & Other Services,878.03,18.8,46703.72340425532
2023,South-West,Distribution & Hospitality,6661.38,97.99,67980.20206143484
2023,South-West,Industry,94306.97,81.57,1156147.7258796126
2023,South-West,Knowledge & Professional Services,12964.720000000001,67.47,192155.32829405664
2023,South-West,Public Services,6388.5,98.32,64976.60699755899
2023,West,Agriculture & Fishing,306.92,13.77,22289.034132171386
2023,West,Arts & Other Services,302.86,10.3,29403.88349514563
2023,West,Distribution & Hospitality,4212.84,60.09,70108.83674488268
2023,West,Industry,13899.11,54.25,256204.7926267281
2023,West,Knowledge & Professional Services,5817.08,40.230000000000004,144595.575441213
2023,West,Public Services,4519.66,67.24,67216.83521713266
2024,Border,Agriculture & Fishing,625.9,17.63,35501.98525241066
2024,Border,Arts & Other Services,231.04,8.11,28488.286066584467
2024,Border,Distribution & Hospitality,2372.47,44.88,52862.522281639925
2024,Border,Industry,3916.44,40.91,95733.0725983867
2024,Border,Knowledge & Professional Services,3222.43,22.14,145547.87714543813
2024,Border,Public Services,3286.46,55.75,58949.95515695067
2024,Dublin,Agriculture & Fishing,121.48,2.91,41745.70446735395
2024,Dublin,Arts & Other Services,3234.44,45.3,71400.44150110375
2024,Dublin,Distribution & Hospitality,24911.31,213.76,116538.688248503
2024,Dublin,Industry,38916.81,115.93,335692.3143276115
2024,Dublin,Knowledge & Professional Services,179930.79,324.34000000000003,554759.7891101929
2024,Dublin,Public Services,19302.75,267.25,72227.31524789523
2024,Ireland,Agriculture & Fishing,5746.94,108.84,52801.72730613745
2024,Ireland,Arts & Other Services,5887.52,123.34,47734.06842873358
2024,Ireland,Distribution & Hospitality,52780.13,628.65,83957.89389962619
2024,Ireland,Industry,189282.21,507.73,372800.9178106474
2024,Ireland,Knowledge & Professional Services,231460.18,628.99,367987.05861778406
2024,Ireland,Public Services,50720.41,758.83,66840.28043171726
2024,Mid-East,Agriculture & Fishing,843.87,12.39,68108.9588377724
2024,Mid-East,Arts & Other Services,610.26,16.12,37857.32009925558
2024,Mid-East,Distribution & Hospitality,5527.0,78.92,70032.94475418144
2024,Mid-East,Industry,17232.42,72.68,237099.8899284535
2024,Mid-East,Knowledge & Professional Services,10870.869999999999,62.31,174464.2914459958
2024,Mid-East,Public Services,5347.32,81.61,65522.852591594165
2024,Mid-West,Agriculture & Fishing,901.81,15.94,56575.282308657464
2024,Mid-West,Arts & Other Services,310.83,10.28,30236.381322957197
2024,Mid-West,Distribution & Hospitality,4158.89,60.62,68605.90564170241
2024,Mid-West,Industry,14660.939999999999,60.07,244064.25836524053
2024,Mid-West,Knowledge & Professional Services,8573.3,42.989999999999995,199425.44777855315
2024,Mid-West,Public Services,4512.83,75.83,59512.46208624555
2024,Midlands,Agriculture & Fishing,608.69,8.69,70044.87917146145
2024,Midlands,Arts & Other Services,138.42,5.89,23500.848896434636
2024,Midlands,Distribution & Hospitality,2086.79,34.81,59948.003447285264
2024,Midlands,Industry,3994.36,28.21,141593.76107763205
2024,Midlands,Knowledge & Professional Services,2434.27,21.86,111357.2735590119
2024,Midlands,Public Services,3379.19,41.74,80958.07379012938
2024,South-East,Agriculture & Fishing,1033.03,15.41,67036.34003893576
2024,South-East,Arts & Other Services,275.31,9.86,27921.906693711968
2024,South-East,Distribution & Hospitality,3029.93,51.5,58833.59223300971
2024,South-East,Industry,6242.54,46.980000000000004,132876.54320987652
2024,South-East,Knowledge & Professional Services,6291.36,34.78,180890.1667625072
2024,South-East,Public Services,3685.18,60.8,60611.51315789474
2024,South-West,Agriculture & Fishing,1232.44,21.22,58079.170593779454
2024,South-West,Arts & Other Services,816.36,17.16,47573.42657342657
2024,South-West,Distribution & Hospitality,6357.82,92.01,69099.22834474513
2024,South-West,Industry,91037.28,84.36,1079152.2048364154
2024,South-West,Knowledge & Professional Services,13915.81,74.95,185667.9119412942
2024,South-West,Public Services,6566.94,107.47,61104.86647436494
2024,West,Agriculture & Fishing,379.72,14.66,25901.773533424283
2024,West,Arts & Other Services,270.86,10.63,25480.71495766698
2024,West,Distribution & Hospitality,4335.91,52.15,83143.04889741131
2024,West,Industry,13281.410000000002,58.59,226683.90510325998
2024,West,Knowledge & Professional Services,6221.33,45.63,136342.97611220687
2024,West,Public Services,4639.73,68.37,67862.07400906831
2000,Border,All Sectors,4561.65,132.29,34482.19820092222
2000,Dublin,All Sectors,42504.4,621.3000000000001,68412.03927249314
2000,Ireland,All Sectors,96721.75,1772.04,54582.14825850432
2000,Mid-East,All Sectors,9587.449999999999,190.81,50246.05628635815
2000,Mid-West,All Sectors,7887.030000000001,187.13,42147.33073264576
2000,Midlands,All Sectors,3356.7200000000003,78.75,42625.01587301588
2000,South-East,All Sectors,5782.76,145.32,39793.28378750344
2000,South-West,All Sectors,16040.39,260.24,61636.91208115585
2000,West,All Sectors,7001.29,156.23,44813.99219100045
2001,Border,All Sectors,5124.9,137.69,37220.56794247948
2001,Dublin,All Sectors,47246.990000000005,634.5699999999999,74455.12709393766
2001,Ireland,All Sectors,108813.82,1821.92,59724.806797224905
2001,Mid-East,All Sectors,10940.94,198.95999999999998,54990.65138721352
2001,Mid-West,All Sectors,9015.24,191.94,46969.052829009066
2001,Midlands,All Sectors,3748.42,81.62,45925.26341582945
2001,South-East,All Sectors,6512.33,148.84,43753.89680193496
2001,South-West,All Sectors,18271.39,265.04999999999995,68935.63478588947
2001,West,All Sectors,7953.57,163.25,48720.183767228176
2002,Border,All Sectors,5687.04,141.15,40290.75451647184
2002,Dublin,All Sectors,51894.130000000005,633.56,81908.7852768483
2002,Ireland,All Sectors,120604.64,1849.26,65217.78441106172
2002,Mid-East,All Sectors,12244.66,202.41,60494.3431648634
2002,Mid-West,All Sectors,10070.27,196.38,51279.509114981156
2002,Midlands,All Sectors,4086.25,86.2,47404.29234338747
2002,South-East,All Sectors,7195.58,152.92000000000002,47054.538320690546
2002,South-West,All Sectors,20601.77,268.92,76609.28900788339
2002,West,All Sectors,8824.939999999999,167.76999999999998,52601.418608809676
2003,Border,All Sectors,6049.67,148.25,40807.21753794266
2003,Dublin,All Sectors,57087.45,639.0699999999999,89328.9467507472
2003,Ireland,All Sectors,128986.89,1884.73,68437.86112599683
2003,Mid-East,All Sectors,12794.38,207.38,61695.341884463305
2003,Mid-West,All Sectors,10439.39,197.72,52798.85696945175
2003,Midlands,All Sectors,4425.49,89.93,49210.38585566552
2003,South-East,All Sectors,7603.110000000001,157.04999999999998,48412.03438395417
2003,South-West,All Sectors,21325.73,273.03000000000003,78107.6438486613
2003,West,All Sectors,9261.68,172.35,53737.62692196113
2004,Border,All Sectors,6356.62,158.67,40061.88945610386
2004,Dublin,All Sectors,61579.28,651.17,94567.13300674171
2004,Ireland,All Sectors,137429.18,1946.16,70615.56089941217
2004,Mid-East,All Sectors,13304.81,212.5,62610.870588235295
2004,Mid-West,All Sectors,10904.64,208.79,52227.788687197666
2004,Midlands,All Sectors,4735.47,94.19,50275.7192907952
2004,South-East,All Sectors,8054.139999999999,155.0,51962.19354838709
2004,South-West,All Sectors,22403.75,286.85,78102.66689907617
2004,West,All Sectors,10090.43,178.99,56374.26671881111
2005,Border,All Sectors,7005.51,162.26,43174.59632688278
2005,Dublin,All Sectors,67488.63,680.59,99161.9477218296
2005,Ireland,All Sectors,149522.68,2037.01,73403.01716731877
2005,Mid-East,All Sectors,14663.36,227.77999999999997,64375.09877952411
2005,Mid-West,All Sectors,11627.869999999999,216.82999999999998,53626.666051745604
2005,Midlands,All Sectors,5214.0599999999995,98.88,52731.18932038834
2005,South-East,All Sectors,8776.5,162.1,54142.504626773596
2005,South-West,All Sectors,23614.239999999998,301.83,78236.88831461417
2005,West,All Sectors,11132.53,186.74,59615.13334047339
2006,Border,All Sectors,7592.03,163.06,46559.73261376181
2006,Dublin,All Sectors,73952.37999999999,713.86,103595.07466450002
2006,Ireland,All Sectors,162578.07,2128.24,76390.85347517197
2006,Mid-East,All Sectors,15877.26,246.04,64531.214436676964
2006,Mid-West,All Sectors,12560.939999999999,224.91,55848.73949579831
2006,Midlands,All Sectors,5773.98,105.25,54859.667458432305
2006,South-East,All Sectors,9511.18,172.35,55185.26254714244
2006,South-West,All Sectors,26050.49,312.96999999999997,83236.38048375245
2006,West,All Sectors,11259.82,189.81,59321.53205837416
2007,Border,All Sectors,7682.200000000001,161.31,47623.82989275309
2007,Dublin,All Sectors,80241.95999999999,746.58,107479.38600016071
2007,Ireland,All Sectors,175065.92,2218.6,78908.2845037411
2007,Mid-East,All Sectors,16262.07,266.09,61114.92352211658
2007,Mid-West,All Sectors,13563.25,230.24,58909.18172341904
2007,Midlands,All Sectors,6010.79,111.05,54126.87978388114
2007,South-East,All Sectors,10029.98,176.48000000000002,56833.52221214867
2007,South-West,All Sectors,28106.36,327.25,85886.50878533232
2007,West,All Sectors,13169.32,199.63,65968.6419876772
2008,Border,All Sectors,8057.879999999999,154.20999999999998,52252.642500486356
2008,Dublin,All Sectors,76664.89,744.46,102980.53622760122
2008,Ireland,All Sectors,167334.94999999998,2196.6800000000003,76176.29786769122
2008,Mid-East,All Sectors,17345.77,263.97,65711.14141758533
2008,Mid-West,All Sectors,12877.220000000001,227.42000000000002,56623.07624659221
2008,Midlands,All Sectors,5736.9,108.07000000000001,53085.03747571018
2008,South-East,All Sectors,9825.689999999999,174.77,56220.690049779696
2008,South-West,All Sectors,24689.42,325.23,75913.72259631645
2008,West,All Sectors,12137.18,198.54,61132.164803062355
2009,Border,All Sectors,6591.22,149.3,44147.488278633624
2009,Dublin,All Sectors,70362.78,685.62,102626.4986435635
2009,Ireland,All Sectors,152335.86,2013.45,75659.12240184758
2009,Mid-East,All Sectors,14104.24,228.26999999999998,61787.532308231486
2009,Mid-West,All Sectors,12073.46,200.74,60144.76437182425
2009,Midlands,All Sectors,4999.0599999999995,97.65,51193.650793650784
2009,South-East,All Sectors,8418.93,164.94,51042.37904692616
2009,South-West,All Sectors,25748.93,300.65,85644.20422418094
2009,West,All Sectors,10037.24,186.27,53885.43512106083
2010,Border,All Sectors,5604.73,142.31,39383.95053053194
2010,Dublin,All Sectors,72853.49,655.65,111116.43407305727
2010,Ireland,All Sectors,152323.76,1922.9899999999998,79211.9355794882
2010,Mid-East,All Sectors,12525.83,223.7,55993.87572641931
2010,Mid-West,All Sectors,11687.0,182.41,64069.95230524642
2010,Midlands,All Sectors,4653.43,90.84,51226.662263320126
2010,South-East,All Sectors,8028.71,162.75,49331.5514592934
2010,South-West,All Sectors,24591.86,288.52,85234.50713988632
2010,West,All Sectors,12378.650000000001,176.85,69995.1936669494
2011,Border,All Sectors,5842.88,135.48000000000002,43127.251254797746
2011,Dublin,All Sectors,74785.48,642.96,116314.35859151425
2011,Ireland,All Sectors,158278.77,1885.8600000000001,83929.22592345136
2011,Mid-East,All Sectors,14173.920000000002,223.3,63474.78728168384
2011,Mid-West,All Sectors,11609.89,189.61,61230.367596645745
2011,Midlands,All Sectors,5023.7,88.23,56938.68298764592
2011,South-East,All Sectors,8494.130000000001,152.56,55677.30728893551
2011,South-West,All Sectors,26723.940000000002,279.37,95657.87307155387
2011,West,All Sectors,11624.81,174.4,66656.02064220184
2012,Border,All Sectors,5892.799999999999,133.74,44061.6120831464
2012,Dublin,All Sectors,78517.01000000001,640.9599999999999,122499.07950574144
2012,Ireland,All Sectors,161459.84,1877.95,85976.64474560025
2012,Mid-East,All Sectors,13934.449999999999,216.68,64308.8886837733
2012,Mid-West,All Sectors,11601.0,187.28,61944.68175993166
2012,Midlands,All Sectors,5235.9,90.51,57848.85647994697
2012,South-East,All Sectors,10501.98,150.53,69766.69102504484
2012,South-West,All Sectors,24768.05,283.83000000000004,87263.67896275938
2012,West,All Sectors,11008.64,174.43,63112.07934414952
2013,Border,All Sectors,6084.5,144.65,42063.601797442105
2013,Dublin,All Sectors,87321.78,658.35,132637.32057416267
2013,Ireland,All Sectors,169095.02,1933.24,87467.16393205189
2013,Mid-East,All Sectors,13282.25,215.32,61686.09511424856
2013,Mid-West,All Sectors,11379.289999999999,191.26,59496.44463034612
2013,Midlands,All Sectors,5047.3,95.47,52867.91662302294
2013,South-East,All Sectors,10059.119999999999,153.25,65638.62969004893
2013,South-West,All Sectors,24218.16,293.65,82472.8758726375
2013,West,All Sectors,11702.61,181.26999999999998,64559.0003861643
2014,Border,All Sectors,6668.75,153.14,43546.75460363067
2014,Dublin,All Sectors,98138.45,688.7,142498.11238565412
2014,Ireland,All Sectors,186167.99,1984.01,93834.19942439806
2014,Mid-East,All Sectors,13609.55,222.57999999999998,61144.53230299219
2014,Mid-West,All Sectors,12504.79,193.75,64540.85161290323
2014,Midlands,All Sectors,5094.91,97.47,52271.570739714785
2014,South-East,All Sectors,10629.75,160.39,66274.39366544048
2014,South-West,All Sectors,26618.81,290.32,91687.8272251309
2014,West,All Sectors,12903.0,177.73000000000002,72598.88595059921
2015,Border,All Sectors,7113.04,163.95999999999998,43382.77628689925
2015,Dublin,All Sectors,110929.95999999999,714.1700000000001,155327.10699133255
2015,Ireland,All Sectors,254663.65000000002,2053.54,124012.02314052808
2015,Mid-East,All Sectors,17044.47,231.86,73511.90373501251
2015,Mid-West,All Sectors,9073.19,197.98000000000002,45828.821093039696
2015,Midlands,All Sectors,5717.219999999999,102.03999999999999,56029.20423363387
2015,South-East,All Sectors,10774.71,166.34,64775.219430082965
2015,South-West,All Sectors,16303.86,300.49,54257.5792871643
2015,West,All Sectors,13878.77,176.68,78553.14693230699
2016,Border,All Sectors,7582.57,169.74,44671.67432543891
2016,Dublin,All Sectors,114493.54999999999,748.61,152941.5182805466
2016,Ireland,All Sectors,257066.12,2131.38,120610.17744372191
2016,Mid-East,All Sectors,21244.15,235.44,90231.69384981312
2016,Mid-West,All Sectors,9509.94,206.37,46081.988661142605
2016,Midlands,All Sectors,5965.18,102.64,58117.49805144193
2016,South-East,All Sectors,11415.48,174.93,65257.417252615334
2016,South-West,All Sectors,16870.64,309.99,54423.17494112713
2016,West,All Sectors,13964.330000000002,183.66,76033.59468583253
2017,Border,All Sectors,8251.3,173.7,47503.16637881404
2017,Dublin,All Sectors,124976.9,766.39,163072.19561841883
2017,Ireland,All Sectors,286712.83999999997,2197.8999999999996,130448.53724009282
2017,Mid-East,All Sectors,25305.49,247.33999999999997,102310.54419018356
2017,Mid-West,All Sectors,10814.08,213.35000000000002,50687.04007499413
2017,Midlands,All Sectors,6556.41,107.71000000000001,60870.94977253736
2017,South-East,All Sectors,13969.500000000002,175.89,79421.79771448065
2017,South-West,All Sectors,18452.59,318.90999999999997,57861.43426044967
2017,West,All Sectors,14347.19,194.66,73703.84259734923
2018,Border,All Sectors,8578.09,168.18,51005.410869306696
2018,Dublin,All Sectors,144245.28,802.01,179854.71502849093
2018,Ireland,All Sectors,315068.16,2264.15,139155.1619813175
2018,Mid-East,All Sectors,15297.39,258.92,59081.53097481847
2018,Mid-West,All Sectors,18049.66,213.88,84391.52795960351
2018,Midlands,All Sectors,5576.92,116.26,47969.37897815242
2018,South-East,All Sectors,14093.68,178.72,78858.99731423456
2018,South-West,All Sectors,80997.44,326.37,248176.73193001808
2018,West,All Sectors,15429.060000000001,199.79,77226.38770709245
2019,Border,All Sectors,9781.02,171.75,56949.17030567685
2019,Dublin,All Sectors,157142.82,832.3299999999999,188798.6976319489
2019,Ireland,All Sectors,343049.32,2335.29,146897.9527167932
2019,Mid-East,All Sectors,27887.620000000003,272.51,102336.13445378153
2019,Mid-West,All Sectors,22967.649999999998,216.67000000000002,106002.90764757463
2019,Midlands,All Sectors,7577.37,119.87,63213.23100025027
2019,South-East,All Sectors,18096.239999999998,182.02,99418.9649489067
2019,South-West,All Sectors,83039.91,331.18,250739.50721661936
2019,West,All Sectors,16556.7,208.96,79233.82465543645
2020,Border,All Sectors,9441.8,158.93,59408.544642295354
2020,Dublin,All Sectors,163166.12,803.1800000000001,203150.128240245
2020,Ireland,All Sectors,358665.24,2277.12,157508.27360876897
2020,Mid-East,All Sectors,27831.920000000002,263.53,105611.96068758775
2020,Mid-West,All Sectors,25788.48,210.61,122446.60747352928
2020,Midlands,All Sectors,8087.0599999999995,122.59,65968.34978383228
2020,South-East,All Sectors,17590.17,179.97,97739.45657609601
2020,South-West,All Sectors,87115.65,330.37,263691.1644519781
2020,West,All Sectors,19644.03,207.91,94483.33413496225
2021,Border,All Sectors,10882.76,174.38,62408.30370455328
2021,Dublin,All Sectors,193766.16999999998,858.12,225803.11611429634
2021,Ireland,All Sectors,422643.38,2426.52,174176.7551885004
2021,Mid-East,All Sectors,30445.38,281.9,108000.6385242994
2021,Mid-West,All Sectors,28066.39,225.36,124540.24671636493
2021,Midlands,All Sectors,8984.81,132.16,67984.33716707022
2021,South-East,All Sectors,17975.32,189.67000000000002,94771.55058786312
2021,South-West,All Sectors,109673.62,344.95,317940.6290766778
2021,West,All Sectors,22848.97,219.95,103882.56421914071
2022,Border,All Sectors,12023.68,183.2,65631.44104803493
2022,Dublin,All Sectors,224205.46999999997,912.5600000000001,245688.469799246
2022,Ireland,All Sectors,496977.93,2594.53,191548.3459431959
2022,Mid-East,All Sectors,36816.329999999994,306.01,120310.87219371913
2022,Mid-West,All Sectors,29502.34,239.20000000000002,123337.54180602005
2022,Midlands,All Sectors,10057.26,142.24,70706.27109111361
2022,South-East,All Sectors,19851.13,205.9,96411.51044196212
2022,South-West,All Sectors,137745.83,372.17,370115.35051186284
2022,West,All Sectors,26775.89,233.23,114804.65634781118
2023,Border,All Sectors,13198.31,189.44,69670.13302364865
2023,Dublin,All Sectors,238597.76,937.45,254517.851618753
2023,Ireland,All Sectors,499273.89,2684.23,186002.6488043126
2023,Mid-East,All Sectors,32901.57,317.32,103685.77461237868
2023,Mid-West,All Sectors,31914.72,250.53,127388.81571069334
2023,Midlands,All Sectors,11882.33,142.75,83238.73905429072
2023,South-East,All Sectors,19585.03,214.39,91352.34852371845
2023,South-West,All Sectors,122135.7,386.38,316102.5415394172
2023,West,All Sectors,29058.47,245.88,118181.51130632829
2024,Border,All Sectors,13654.74,189.42,72087.10801393728
2024,Dublin,All Sectors,266417.58,969.49,274801.7823804268
2024,Ireland,All Sectors,535877.39,2756.38,194413.46621293147
2024,Mid-East,All Sectors,40431.74,324.03000000000003,124777.76749066442
2024,Mid-West,All Sectors,33118.6,265.73,124632.52173258571
2024,Midlands,All Sectors,12641.720000000001,141.2,89530.59490084987
2024,South-East,All Sectors,20557.35,219.32999999999998,93727.94419368077
2024,South-West,All Sectors,119926.65,397.17,301952.94206511066
2024,West,All Sectors,29128.96,250.03,116501.85977682678
